Record Length,2500,Points,-2.50E-04,-2.40E-01,,Record Length,2500,Points,-2.50E-04,2.3999999
Sample Interval,2.00E-07,s,-2.50E-04,-3.20E-01,,Sample Interval,2.00E-07,s,-2.50E-04,2.5999999
Trigger Point,1.25E+03,Samples,-2.50E-04,-4.00E-01,,Trigger Point,1.25E+03,Samples,-2.50E-04,2.3999999
,,,-2.49E-04,-4.00E-01,,,,,-2.49E-04,2.79999971
,,,-2.49E-04,-4.00E-01,,,,,-2.49E-04,2.79999971
,,,-2.49E-04,-5.60E-01,,,,,-2.49E-04,2.3999999
Source,CH1,,-2.49E-04,-4.00E-01,,Source,CH2,,-2.49E-04,2.5999999
Vertical Units,Volts,,-2.49E-04,-4.80E-01,,Vertical Units,Volts,,-2.49E-04,2.79999971
Vertical Scale,2.0478125,,-2.48E-04,-6.40E-01,,Vertical Scale,5.11953094,,-2.48E-04,2.5999999
Vertical Offset,0,,-2.48E-04,-4.80E-01,,Vertical Offset,0,,-2.48E-04,2.79999971
Horizontal Units,s,,-2.48E-04,-6.40E-01,,Horizontal Units,s,,-2.48E-04,2.5999999
Horizontal Scale,5.00E-05,,-2.48E-04,-6.40E-01,,Horizontal Scale,5.00E-05,,-2.48E-04,2.5999999
Pt Fmt,Y,,-2.48E-04,-7.20E-01,,Pt Fmt,Y,,-2.48E-04,2.5999999
Yzero,1.9533038,,-2.47E-04,-6.40E-01,,Yzero,-1.9533038,,-2.47E-04,2.3999999
Probe Atten,1,,-2.47E-04,-7.20E-01,,Probe Atten,1,,-2.47E-04,2.79999971
,,,-2.47E-04,-6.40E-01,,,,,-2.47E-04,2.5999999
Note,TDS 2012 - 11:40:35 AM   3/14/2018,,-2.47E-04,-6.40E-01,,Note,TDS 2012 - 11:40:35 AM   3/14/2018,,-2.47E-04,2.79999971
,,,-2.47E-04,-7.20E-01,,,,,-2.47E-04,2.79999971
,,,-2.46E-04,-7.20E-01,,,,,-2.46E-04,2.5999999
,,,-2.46E-04,-9.60E-01,,,,,-2.46E-04,2.79999971
,,,-2.46E-04,-8.00E-01,,,,,-2.46E-04,2.5999999
,,,-2.46E-04,-8.00E-01,,,,,-2.46E-04,2.5999999
,,,-2.46E-04,-9.60E-01,,,,,-2.46E-04,2.5999999
,,,-2.45E-04,-8.80E-01,,,,,-2.45E-04,2.5999999
,,,-2.45E-04,-8.80E-01,,,,,-2.45E-04,2.79999971
,,,-2.45E-04,-9.60E-01,,,,,-2.45E-04,2.79999971
,,,-2.45E-04,-8.80E-01,,,,,-2.45E-04,2.5999999
,,,-2.45E-04,-1.12,,,,,-2.45E-04,2.5999999
,,,-2.44E-04,-9.60E-01,,,,,-2.44E-04,2.79999971
